
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.015939103994131388
fun_coils_simple#1 - J=1.9e-02, Jf=1.9e-02, ⟨B·n⟩=3.0e-02, C-C-Sep=0.14 Jf=1.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.5, 3.5])=14.0, curvature=[3.2, 3.5, 3.8, 3.9], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#334 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#335 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#336 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#337 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#338 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#339 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#340 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#341 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#342 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#343 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.9e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#344 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.9e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#345 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#346 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#347 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#348 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#349 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#350 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.5e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#351 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#352 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#353 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#354 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.4e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#355 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.3e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#356 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.2e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#357 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.2e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#358 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#359 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#360 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.7e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#361 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.7e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.3e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#362 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.7e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.5e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#363 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.5e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#364 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.4e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#365 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#366 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.0e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#367 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=3.0e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#368 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#369 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#370 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#371 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#372 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.3, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#373 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#374 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.5e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#375 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#376 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.2e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#377 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#378 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#379 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#380 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#381 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=5.4e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#382 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#383 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#384 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#385 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#386 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#387 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.7e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.5e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#388 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.7e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
fun_coils#389 - J=4.0e-05, Jf=3.6e-05, ⟨B·n⟩=1.3e-03, C-C-Sep=0.09 Jf=3.6e-05, J_length=2.0e-06, J_CC=2.7e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-06, J_ALS=9.1e-07, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.0, 4.2, 3.8, 3.6], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
