
Aspect ratio at max_mode 3: 3.4999672887756104
Mean iota at 3: -0.22999971505212466
Quasisymmetry objective at max_mode 3: 5.3236988549950675e-05
Squared flux at max_mode 3: 0.033433560268673085
fun_coils_simple#1 - J=3.4e-02, Jf=3.4e-02, ⟨B·n⟩=5.7e-02, C-C-Sep=0.18 Jf=3.4e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
 surface dofs=0.02281150756720734, 0.0004520438061437727, 3.4590590463516046e-05, 3.338955114094008e-06, 0.000948150503513679, 0.010729724155025079, 0.07213474291940251, -0.03219364467020347, -0.0016574982667041224, -0.0004929151928391175, -4.882285833277751e-05, 0.000965731430265353, 0.003545877611698896, 0.0005075556916049397, 0.01195397621376508, 0.002225465678371576, -0.00013068838713756523, -3.556113280320109e-05, 0.00022327452065160275, 0.0006663149698696567, -0.0014535872809905948, -0.003986505268024069, 0.0002481985307156821, -0.0001648355523995797, 0.023867213716831058, 0.0001266795036503269, -1.4894049452628158e-05, 3.564983380356841e-06, -0.0003705522631024047, -0.012383294675107874, -0.09909960873745405, -0.014970644368519203, -0.0028355267051440357, -0.00017458785389978313, 3.5382571426688744e-05, -0.0007793240433583774, -0.0049988225447128165, -0.0073609893660697, 0.008616448364744997, 0.0004859438895925529, 0.00012790891146166795, 5.957581871868891e-05, -0.000173396705737391, -0.0007025978920835104, 0.0021562747855061585, -0.00019429588986277768, -0.001009676560073236, -0.00010223481650607294
 Quasisymmetry objective=0.004100499646055341
 aspect=3.5048083339836333
 mean iota=-0.22269079393649488

fun#21 - J=1.4e-01, Jf=2.6e-05, ⟨B·n⟩=1.4e-03, , C-C-Sep=0.15
Jf=2.6e-05, J_length=1.1e-06, J_CC=6.8e-08, J_CURVATURE=1.6e-08, J_MSC=6.7e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=0.0e+00
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 11.0], mean squared curvature=[4.5, 11.6]
 surface dofs=0.022803777080764035, 0.0003738950213069659, 4.700496705505604e-05, -1.52412615069435e-05, 0.0008967614638104253, 0.010785778417276518, 0.0720647871353945, -0.03225966643489746, -0.0015870146817365631, -0.0005440711849140133, -3.282785078318319e-05, 0.001038696352532583, 0.003480023979892821, 0.0005593011798813207, 0.011943638637486827, 0.0022251291476812827, -0.00010529063951893571, -4.266342389428347e-05, 0.00019929659047755133, 0.000668312209749952, -0.001450395169919823, -0.0038834562859448815, 0.00023266087032956288, -0.00014995762941293105, 0.023848584266175313, 0.00015696458145842486, -7.5596675569766166e-06, 1.5342383437809732e-05, -0.0002787233689322086, -0.012415370764568959, -0.09907624473415107, -0.015023140348354247, -0.0028805414299444593, -0.00019942752115169915, 2.516084723698069e-05, -0.0008386313066442551, -0.005043100923644846, -0.007295328035272524, 0.008544127167593382, 0.00041439085575441226, 0.00014670907005801418, 5.5483532451398704e-05, -0.00014476343165324292, -0.0006495666923481717, 0.0022633577854578616, -0.00022303154474538357, -0.0009920957584770387, -9.739941252464244e-05
 Quasisymmetry objective=0.0039045598321476756
 aspect=3.5065154033893293
 mean iota=-0.22245507576114507

fun#22 - J=1.4e-01, Jf=2.5e-05, ⟨B·n⟩=1.4e-03, , C-C-Sep=0.15
Jf=2.5e-05, J_length=1.1e-06, J_CC=6.7e-08, J_CURVATURE=1.5e-08, J_MSC=6.4e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=0.0e+00
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 10.7], mean squared curvature=[4.5, 11.5]
 surface dofs=0.02279313972099332, 0.00023330540457726503, 9.503581226619909e-05, -4.26407862115693e-05, 0.000811815638360652, 0.010886508834850274, 0.07193922340651986, -0.032362729878171674, -0.00145979656701252, -0.000641859049047522, -2.972110327421431e-05, 0.0011072717299186639, 0.003409194480997861, 0.0006537491786203647, 0.011951503038438905, 0.002213191618385668, -8.451093434091853e-05, -3.936406536715659e-05, 0.00017250726546488566, 0.0006813833805259099, -0.0014618904672388001, -0.003716346938564893, 0.00020503447761428633, -0.0001327676893133681, 0.023827407692240676, 0.00020547567719355245, -6.7451280409157155e-06, 1.8344446229997834e-05, -0.00012254273045634207, -0.012472881430168673, -0.09903861879265483, -0.015117082210999588, -0.00297349925833327, -0.0002319859850644629, 1.4969867009544994e-05, -0.00097757855937867, -0.005091403415409256, -0.007191351243253277, 0.008431516780159687, 0.00031142462090818357, 0.00014753638745254146, 4.522531943064914e-05, -0.00012731186485688399, -0.0005388453658871003, 0.002451051015917498, -0.0002718616488839275, -0.0009583409796443223, -8.745240442651753e-05
 Quasisymmetry objective=0.0036554178282223898
 aspect=3.5097468151618445
 mean iota=-0.2222141424742931

fun#23 - J=1.3e-01, Jf=2.3e-05, ⟨B·n⟩=1.4e-03, , C-C-Sep=0.15
Jf=2.3e-05, J_length=1.1e-06, J_CC=6.6e-08, J_CURVATURE=1.3e-08, J_MSC=5.8e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=0.0e+00
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 10.2], mean squared curvature=[4.5, 11.4]
 surface dofs=0.022772617435171415, 4.847625695648738e-06, 0.00016269699774748087, -9.091011241825933e-05, 0.0006625816522566617, 0.011052323875020451, 0.0717115482255382, -0.032543004042295584, -0.0012300831968214301, -0.0007927992958666715, 1.6306815249617654e-05, 0.0012625314936229736, 0.0032951346611991427, 0.0008369282218690143, 0.012003060363266694, 0.0022033924735654197, -4.714972558553109e-05, -1.2672902897540049e-05, 0.00015363973594727858, 0.0007340566398862237, -0.0015162675974302593, -0.0034518764832334125, 0.00016351518222709044, -0.00011518554594675215, 0.023802165454118035, 0.00025963731678153406, 3.8658792271001925e-05, 4.941790020186702e-05, 0.000147419807724287, -0.01253182255976883, -0.09898569179238284, -0.015251578579587791, -0.0031075463822391905, -0.00028962228697539187, 3.9101517159183686e-05, -0.0011937064783546516, -0.005155709414973776, -0.007016424595170148, 0.008254128644045827, 0.00015780957443602055, 0.0001879954268383745, 5.3629777559371095e-05, -0.00014402600787000197, -0.00034753303671980853, 0.0027836338938248425, -0.0003711531850510798, -0.0009437239026197533, -0.00010334207065554297
 Quasisymmetry objective=0.0035681259289355267
 aspect=3.515348220245086
 mean iota=-0.22216683624753272

fun#24 - J=1.2e-01, Jf=2.1e-05, ⟨B·n⟩=1.3e-03, , C-C-Sep=0.15
Jf=2.1e-05, J_length=1.1e-06, J_CC=6.8e-08, J_CURVATURE=1.0e-08, J_MSC=4.9e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=0.0e+00
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 9.6], mean squared curvature=[4.5, 11.2]
 surface dofs=0.022727115627152964, -0.0003946453061702778, 0.0002740224702968542, -0.00013793916067223385, 0.00041839211708378046, 0.011299734780499749, 0.07134060018332027, -0.03282675313491392, -0.000867966469462064, -0.0010137066802195665, 1.7229642061129036e-05, 0.0014968678172430862, 0.003082311584300402, 0.0011514292492685037, 0.012112430708675183, 0.002196750289677845, 3.232805007845369e-06, -4.803176003524831e-05, 0.00014700855046938623, 0.0008181458820985721, -0.0016509854873299316, -0.0030653914152991273, 8.465849232364175e-05, -0.00011623643841320898, 0.023753538044002234, 0.0003669049116470258, 9.199491335864249e-05, 0.00010138488376250669, 0.0005405219824519997, -0.012583493562686551, -0.09891606307358322, -0.015421972015519994, -0.003341405708566113, -0.0003984605805782497, -7.141319489573393e-06, -0.001469759236100758, -0.005293178180059474, -0.006742075666996138, 0.008002958139068643, -8.293049729946568e-05, 0.00024678478682239435, 2.20774547525987e-05, -0.00016951317890659268, -6.0914573992449294e-05, 0.003327367412472697, -0.0005566470320379116, -0.0009397220922988298, -9.852493519197365e-05
 Quasisymmetry objective=0.004167374893983254
 aspect=3.5240630541192903
 mean iota=-0.22232633800444157

fun#25 - J=1.1e-01, Jf=1.8e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.8e-05, J_length=1.1e-06, J_CC=7.6e-08, J_CURVATURE=7.8e-09, J_MSC=3.9e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=9.1e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 11.1]
 surface dofs=0.02265436260734419, -0.0008357940906832974, 0.00040615288701886695, -0.00019333065966516241, 4.825432601634154e-05, 0.011583906411907416, 0.07088259473461524, -0.03314755112938248, -0.00048398657445737864, -0.0013176683277409077, 7.731449837032858e-05, 0.0017553819062496154, 0.002768585458229087, 0.0015654049480801212, 0.0122589000168202, 0.0021802329046730104, 6.139419957071294e-05, -2.338188704372539e-05, 0.00018128204683275973, 0.000847585928023217, -0.0018798768113084583, -0.0026349007769909403, -3.4756375075065723e-06, -5.876559228536717e-05, 0.02364894107623445, 0.000528968985126244, 0.00011984234196953865, 0.00012200976386444922, 0.001002456150473461, -0.012659653975665625, -0.09884401623297571, -0.015598256047301686, -0.003679299575260137, -0.0004954510944768457, 2.537445987856378e-06, -0.0018391684313397078, -0.0054862438875736145, -0.00640961274488533, 0.007740307911949495, -0.00042401019525579347, 0.0002997644757500937, 4.672956925232137e-05, -0.00013120859614999716, 0.00022172966713119658, 0.004014519263220145, -0.00082982199981621, -0.0009191558281131108, -5.9378405066857545e-05
 Quasisymmetry objective=0.005598909384804509
 aspect=3.534272208828246
 mean iota=-0.22243965143708702

fun#26 - J=1.1e-01, Jf=1.8e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.8e-05, J_length=1.1e-06, J_CC=9.2e-08, J_CURVATURE=5.2e-09, J_MSC=2.9e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=5.0e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.4], mean squared curvature=[4.5, 10.9]
 surface dofs=0.022557648458178224, -0.001219068642772884, 0.0004901685223843921, -0.00020456070043709708, -0.00025411486455011173, 0.011972358383108839, 0.07037302270572733, -0.03344556863062398, -2.3460272170919044e-05, -0.00170928071298101, 0.00015866190105388417, 0.002120082198363102, 0.002341096281518139, 0.002064302014166572, 0.01247134028584418, 0.0021166186552124292, 0.00015331238781828385, -6.335082436981619e-05, 0.0002299923767324909, 0.0007445315448386221, -0.002199327892032187, -0.0021840808155041166, -4.8038585791415365e-05, 1.579292550993698e-05, 0.023504189060515334, 0.000641830221390955, 0.00019911529759491885, 0.00020671105159651958, 0.0015804449448900753, -0.012794792631178966, -0.09875602423085056, -0.01586540995486385, -0.004116440957790572, -0.0005891409754153708, -9.065226212327324e-05, -0.00238639920788651, -0.005712723804420643, -0.006042166330210992, 0.007446746191032967, -0.0008708715725561991, 0.0003459452551856375, 1.878036136278143e-05, -0.00026392304624634546, 0.000521616619980994, 0.004815928542072674, -0.0011644884892513894, -0.0008450632868856278, -4.0016639544064453e-05
 Quasisymmetry objective=0.006152170926468935
 aspect=3.545493058616023
 mean iota=-0.22267814332579622

fun#27 - J=1.0e-01, Jf=1.7e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.7e-05, J_length=1.1e-06, J_CC=8.2e-08, J_CURVATURE=6.5e-09, J_MSC=3.4e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=2.4e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.5], mean squared curvature=[4.5, 11.0]
 surface dofs=0.022608980805928734, -0.0010156404705617848, 0.0004455760832402245, -0.00019860020382798016, -9.362831141337838e-05, 0.011766182225410706, 0.07064348497848041, -0.03328739179567902, -0.0002678908596401672, -0.0015014271226231456, 0.00011548566263206491, 0.001926512566815638, 0.002567991966045634, 0.001799505622853526, 0.012358584728774267, 0.0021503827817994773, 0.00010452556143960887, -4.213676822876007e-05, 0.00020413870780175056, 0.0007992290578753974, -0.0020297748937749514, -0.0024233596308117045, -2.438619596195868e-05, -2.3780020085267135e-05, 0.023581018158145405, 0.000581927587935007, 0.00015704010011383668, 0.00016175469314975795, 0.0012736695449433928, -0.012723065954997973, -0.09880272718063923, -0.015723614391296874, -0.0038844222339771174, -0.0005394137990868344, -4.119055931368562e-05, -0.0020959490435235083, -0.005592516513653413, -0.0062371935035915255, 0.007602558060074654, -0.0006336938295509501, 0.0003214341795072796, 3.3614782914432415e-05, -0.00019348305000367608, 0.0003624475482135291, 0.004390569686648642, -0.0009868597062421, -0.0008843889090909324, -5.029315946851025e-05
 Quasisymmetry objective=0.005509057185460894
 aspect=3.5396561855767743
 mean iota=-0.2225362318127933

fun#28 - J=9.9e-02, Jf=1.7e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.7e-05, J_length=1.1e-06, J_CC=9.1e-08, J_CURVATURE=5.3e-09, J_MSC=2.9e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=4.4e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.4], mean squared curvature=[4.5, 10.9]
 surface dofs=0.02255978254918435, -0.001309714139210293, 0.00042149385390057205, -0.0001937228850369135, -0.0002939727431865068, 0.01198523208521816, 0.0704198670792764, -0.03342193727747733, -9.299216565733718e-05, -0.0016641009980996066, 0.00021183268558225895, 0.0019774323076366743, 0.0023387027881568295, 0.0020090553880699907, 0.01250727458538864, 0.002093682616627441, 0.00018407070949334384, -4.945316884301808e-05, 0.00016955091295536644, 0.0007145769280548284, -0.0022204570132135473, -0.002257590287610024, 2.979251398279486e-06, -2.408457118950662e-05, 0.02353855548708175, 0.0006375531348178622, 0.00021646808476050798, 0.0002444634393163034, 0.0015125355645590117, -0.01282199333281645, -0.098757128774144, -0.01588017132257388, -0.004068718283117327, -0.000598785207280972, -7.087269810551183e-05, -0.002306493409436563, -0.00574965712815051, -0.00607186322026881, 0.007450967899729082, -0.0008113862146672548, 0.00032853687962445497, 3.717391930828853e-05, -0.0002958277290171839, 0.0005032494758114166, 0.0047543116158578706, -0.0011291594132865558, -0.0008350750482484546, -8.729579662261692e-05
 Quasisymmetry objective=0.005012948743158883
 aspect=3.5447473397532154
 mean iota=-0.22328361449537795

fun#29 - J=9.7e-02, Jf=1.7e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.7e-05, J_length=1.1e-06, J_CC=9.3e-08, J_CURVATURE=5.0e-09, J_MSC=2.8e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=4.8e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.4], mean squared curvature=[4.5, 10.9]
 surface dofs=0.022559138767488458, -0.0013541340314446814, 0.0004164484426772481, -0.0002113473132458693, -0.0003431961584795281, 0.012031129846026573, 0.07037938019536255, -0.03345709393898627, -4.922374239420856e-05, -0.001693310014917073, 0.00022851293139065077, 0.001993203888922557, 0.0022923311196227096, 0.0020396984789173124, 0.012559922400863751, 0.0020908197096231084, 0.00019558599024336115, -3.8459743162374784e-05, 0.00020146249010584305, 0.0006921430958781445, -0.0022612746568597443, -0.002232496061438142, 2.9223152123199913e-05, -2.7800238876209376e-05, 0.02352967818254045, 0.0006410218622028505, 0.0002243527555072472, 0.00024259764142633644, 0.0015397508294739816, -0.012844983819294132, -0.09874941311052442, -0.015916459126444772, -0.004112929914569124, -0.0006234379169534939, -8.932801919757218e-05, -0.0023445307329315285, -0.005780620564378711, -0.006036385429972237, 0.0074054083830969114, -0.0008307925555744465, 0.0003332844413286685, 2.244969995426396e-05, -0.00030381285698001976, 0.0005297528661238407, 0.004820366986947471, -0.0011552687243545454, -0.0008327665093264359, -0.00010273560026153132
 Quasisymmetry objective=0.004826834391469712
 aspect=3.5455137904070075
 mean iota=-0.22366740125278503

fun#30 - J=9.6e-02, Jf=1.7e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.7e-05, J_length=1.1e-06, J_CC=9.5e-08, J_CURVATURE=4.7e-09, J_MSC=2.7e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=5.4e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.3], mean squared curvature=[4.5, 10.9]
 surface dofs=0.0225417540884229, -0.0013863017318156308, 0.00038529281705439953, -0.0002248737510640166, -0.00041528719296092076, 0.012067860790454604, 0.07034088128048763, -0.033528268212105715, -1.7093095319342955e-05, -0.001729548389612365, 0.00025070719443536144, 0.002007853944107604, 0.0022550640278810536, 0.0020497643168809684, 0.01262361446816746, 0.0020757550893970877, 0.00020392057487971288, -1.7796714385063265e-05, 0.00022122834228777822, 0.0006881984658078868, -0.0023163452666556273, -0.0021949145421523843, 6.529172638814573e-05, -1.5841611710870406e-05, 0.023499141816445107, 0.0006608709390670597, 0.0002414176165917729, 0.00023660668119119117, 0.001565227597553344, -0.01286942409354445, -0.0987460663094053, -0.01593500251550158, -0.0042036308027042744, -0.0006660749693892229, -0.00010815867607862282, -0.0023647912399591305, -0.005789840046864112, -0.005976065961990961, 0.007335373015379793, -0.0008652414838393101, 0.00032158398352475525, -5.570781526413015e-06, -0.00035826824503081255, 0.0005799583421703989, 0.004891221728747365, -0.001192103653307604, -0.0008384983869430207, -0.00010746161800675541
 Quasisymmetry objective=0.005067997740370899
 aspect=3.545590230132385
 mean iota=-0.22411332079780258

fun#31 - J=9.5e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=9.7e-08, J_CURVATURE=4.5e-09, J_MSC=2.5e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.0e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.3], mean squared curvature=[4.5, 10.9]
 surface dofs=0.02250280380044194, -0.0014181662679288256, 0.00035073633710980924, -0.00023271452501879075, -0.0004885596589402385, 0.012123369721179509, 0.07031499330521274, -0.03359203971871383, 2.8396422086956394e-05, -0.0017507296068483243, 0.0002630737127830327, 0.0020184746567282986, 0.0022285024948596587, 0.0020462528312536646, 0.012688010042880666, 0.0020354537834143763, 0.00023999850595703931, 8.214002439883066e-07, 0.00024691898301193525, 0.0006840059376952008, -0.0023603002086361765, -0.0021541869482037315, 8.729776424058565e-05, -3.9121759082625255e-05, 0.023482781633563394, 0.0006571153479675329, 0.00022606061324501072, 0.0002263069312255901, 0.001572474305901162, -0.012875158547434777, -0.0987457089567149, -0.01595051773049208, -0.004279716666708254, -0.0006708787626564433, -0.00012285154361833456, -0.002393045865391192, -0.0057750902222571876, -0.005915578410602869, 0.007259579273463253, -0.0009220709043146325, 0.0003161577546832598, -2.7390813332224615e-05, -0.0003982169913092897, 0.0006057147504578339, 0.004957877258906725, -0.0012292722313795093, -0.000858373306774168, -0.00012332660341575662
 Quasisymmetry objective=0.005191196228216189
 aspect=3.545162888139578
 mean iota=-0.22454663447204332

fun#32 - J=9.4e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=4.2e-09, J_MSC=2.4e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.4e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.3], mean squared curvature=[4.5, 10.8]
 surface dofs=0.02249440229163801, -0.0014419473567337715, 0.0003161853993365998, -0.00020195941054947472, -0.0005526444731025345, 0.012198990191122869, 0.07029522539244677, -0.033647118543752214, 5.1817439415770936e-05, -0.001767543470593938, 0.0002786481698922376, 0.0020238413498827198, 0.002242805289001758, 0.002031694900799928, 0.012790526909003164, 0.0019834527096707437, 0.0002591112770042451, -1.987213019030628e-05, 0.00029623512538901476, 0.000639120859865173, -0.0023762387317944863, -0.0020879929250057568, 8.959577874553472e-05, -4.615468992830741e-05, 0.02347241663925803, 0.000666804558047106, 0.00021812145002441665, 0.00025508211112939573, 0.00158648108728712, -0.012890083180625013, -0.09875818351162369, -0.015975668842556794, -0.0043587810072941305, -0.000669928934371285, -0.00012956812308189054, -0.002384990479534585, -0.005756230097912334, -0.005836759068623929, 0.007153429971102117, -0.0009761608536575063, 0.0003084719764625794, -5.370488099217678e-06, -0.00042486698156041995, 0.0006105523303705198, 0.004999593421107549, -0.0012800471422299013, -0.0009002101151395853, -0.00011063299650239538
 Quasisymmetry objective=0.0051537270466876445
 aspect=3.544165891677633
 mean iota=-0.2249127873438393

fun#33 - J=9.3e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=3.9e-09, J_MSC=2.2e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.6e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.3], mean squared curvature=[4.5, 10.8]
 surface dofs=0.02242294440562981, -0.0014411544045836856, 0.00032625438534369277, -0.0001733330285522259, -0.000591857512599298, 0.012283708426738862, 0.0702653306491105, -0.033707691763245805, 4.746982532299743e-05, -0.001790336641988535, 0.0002461221514700066, 0.0020011119241827844, 0.002200045431501891, 0.002009962549756569, 0.012902312268138087, 0.0019425722169916985, 0.0002369911280167361, -1.9491536070052633e-05, 0.0003043944738989239, 0.0005873194279954994, -0.002377387994642041, -0.0019686938743309545, 0.00011663415149370829, -3.995297136938445e-05, 0.023456053733250225, 0.0005979109498243843, 0.00020916848150261802, 0.0002360139301860983, 0.0015878335763135564, -0.012899764934281799, -0.09878517490411491, -0.016021840057901776, -0.004418757291313521, -0.000670855793936083, -9.91715962991721e-05, -0.0023245534000237347, -0.0057633160304050865, -0.005732922611253754, 0.0070631660808489725, -0.0010064288721520311, 0.00034288266049936584, 2.596072855952213e-06, -0.0004693319514738835, 0.0006137617614235372, 0.005009812129592987, -0.0013680559969445453, -0.00088409846600855, -0.00012806167647110326
 Quasisymmetry objective=0.005193093499938004
 aspect=3.543945216374831
 mean iota=-0.22442358393437445

fun#34 - J=9.2e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=3.6e-09, J_MSC=2.0e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.7e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.2], mean squared curvature=[4.5, 10.8]
 surface dofs=0.022324459336755854, -0.0014279308154807263, 0.00031835750082160973, -0.000169783833775785, -0.0006059740107757047, 0.012312803725578669, 0.07022259685370529, -0.033775038949265535, 5.9010325921563466e-05, -0.0017832323977112088, 0.00022874817351480214, 0.0019762108726440923, 0.0022068382358158586, 0.0020040264774797527, 0.012978511912816666, 0.0019225438570600712, 0.0002265482289682596, -1.763076600231279e-05, 0.00029795569735677267, 0.0005297490828431557, -0.0023924770494819034, -0.0019356828863164276, 9.739432989334678e-05, -3.985723701507078e-05, 0.02340882257078088, 0.0005326893612072583, 0.0002029071655842495, 0.0002285578395046047, 0.0015997359250447946, -0.012919989015795181, -0.09879771378168657, -0.016098318355462236, -0.004436857345015185, -0.000659889927372504, -8.490753137844285e-05, -0.0022770281231998773, -0.005786765758166097, -0.005645817789361185, 0.00702437739738837, -0.0010256363938661902, 0.00035872659773677503, 4.031897793887687e-06, -0.00047658793512683745, 0.0006359511288586475, 0.005002905134655104, -0.0014206902014845515, -0.0009034346780340931, -0.00012473184388006877
 Quasisymmetry objective=0.0052966784611688696
 aspect=3.5452365608748266
 mean iota=-0.22502289819153765

fun#35 - J=9.0e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=3.3e-09, J_MSC=1.8e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.7e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.2], mean squared curvature=[4.5, 10.8]
 surface dofs=0.022173327922390053, -0.001396982673957371, 0.0002763530281407602, -0.00017935478824566997, -0.000613467491096629, 0.012392708498540926, 0.07015630850943236, -0.03385650814520461, 5.442152995740012e-05, -0.0017565556272965748, 0.0002262775542718135, 0.0019293185165804559, 0.002233000653912713, 0.0019997543282006176, 0.013079573071441206, 0.0019136730894839047, 0.00021644018577335463, -2.3649721612886748e-05, 0.00030330626849928404, 0.0005150136022339335, -0.002415404366525346, -0.0018740715302741828, 8.475504274716769e-05, -3.1165502518543816e-05, 0.023326468767431198, 0.00043435189895402095, 0.00018947552382932983, 0.00024169557281646095, 0.001610991849804177, -0.012926204478436858, -0.09882502513772962, -0.01620977654258374, -0.0044431649034449424, -0.0006487599640890537, -8.552949265835996e-05, -0.002215876217859595, -0.005812404684613518, -0.005518986732500776, 0.006981630822686444, -0.0010503810304123634, 0.0003413190716997584, 7.953890415416465e-06, -0.00046441610003238086, 0.000644334783971969, 0.0050118590986241995, -0.0015230035973686838, -0.0008870783256854436, -0.00011489129231197223
 Quasisymmetry objective=0.005116776947665694
 aspect=3.547313147781359
 mean iota=-0.22529653231188582

fun#36 - J=8.8e-02, Jf=1.5e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.15
Jf=1.5e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=2.8e-09, J_MSC=1.4e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.6e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.1], mean squared curvature=[4.5, 10.7]
 surface dofs=0.021927482431395993, -0.0013553516812291808, 0.00018248446686287712, -0.00023222585589573774, -0.0005779602499574806, 0.012449516453563444, 0.07003897602140119, -0.03396527727563621, 6.236178914410933e-05, -0.0017217137745045338, 0.00022533901637484751, 0.0018466748967101438, 0.0022562107044651445, 0.002016983288392533, 0.013270223313587199, 0.0018624081421838854, 0.00023826910322900078, -8.259994844633729e-06, 0.00025969020917029743, 0.00046475016136535976, -0.0024338958452821144, -0.0017598330664046395, 4.5365653692519016e-05, -8.858208577785959e-06, 0.023237223514460746, 0.0002835934485453319, 0.00015026498041782746, 0.00024254557764944462, 0.0016503403482887294, -0.012945856062973552, -0.09892305164787239, -0.01635860011411988, -0.004437314338512698, -0.0006598717876523561, -9.567807677508802e-05, -0.002106410187963565, -0.005807200233652855, -0.005317400932309691, 0.006869968743919066, -0.001076579998799491, 0.0002830397824832756, -1.5648765627236835e-05, -0.0004162068704528654, 0.000655170111114065, 0.005036381727977544, -0.0017209732322473125, -0.0008800936824347024, -0.00012805485696879742
 Quasisymmetry objective=0.005040165342813556
 aspect=3.549166633881081
 mean iota=-0.22532595240035372

fun#37 - J=9.0e-02, Jf=1.6e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.15
Jf=1.6e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=2.3e-09, J_MSC=1.0e-08, J_ALS=3.4e-07, J_LENGTH_PENALTY=5.8e-08
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.1], mean squared curvature=[4.5, 10.7]
