
Aspect ratio at max_mode 2: 7.000824458564571
Mean iota at 2: -1.1787660705658396
Quasisymmetry objective at max_mode 2: 0.0040597396717392265
Squared flux at max_mode 2: 0.6489624158255295
fun_coils_simple#164 - J=1.1e-05, Jf=1.1e-05, ⟨B·n⟩=8.6e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=2.2e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.8e-08, J_LENGTH_PENALTY=2.4e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.2, 13.5, 9.4, 7.8, 9.2], mean squared curvature=[16.0, 16.0, 15.9, 16.0, 15.9]
fun_coils_simple#165 - J=1.2e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=2.0e-07, J_CURVATURE=0.0e+00, J_MSC=9.1e-07, J_ALS=9.8e-08, J_LENGTH_PENALTY=8.7e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.4, 9.4, 7.9, 9.1], mean squared curvature=[16.1, 16.0, 16.1, 16.1, 15.9]
fun_coils_simple#166 - J=1.1e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=2.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.3e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=4.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.3, 13.4, 9.4, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 15.9, 16.0, 15.9]
fun_coils_simple#167 - J=1.3e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=1.8e-06, J_ALS=9.8e-08, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.1, 9.4, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 16.2, 16.1, 15.9]
fun_coils_simple#168 - J=1.1e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=2.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.0e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.3, 13.4, 9.4, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#169 - J=1.4e-05, Jf=1.0e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.9e-06, J_ALS=9.8e-08, J_LENGTH_PENALTY=6.4e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.2, 9.4, 8.0, 9.1], mean squared curvature=[16.0, 16.0, 16.2, 16.0, 15.9]
fun_coils_simple#170 - J=1.1e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=2.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.7e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.3, 13.4, 9.4, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#171 - J=1.1e-05, Jf=1.0e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=3.6e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.3, 9.3, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#172 - J=1.1e-05, Jf=1.1e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.1e-05, J_length=1.4e-06, J_CC=1.7e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.8e-08, J_LENGTH_PENALTY=5.6e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.2, 9.2, 7.9, 9.1], mean squared curvature=[15.9, 16.0, 15.9, 16.0, 15.9]
fun_coils_simple#173 - J=1.1e-05, Jf=1.0e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.8e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.8e-08, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.2, 9.3, 7.9, 9.1], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#174 - J=1.1e-05, Jf=1.0e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.7e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.8e-08, J_LENGTH_PENALTY=5.6e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.2, 9.2, 8.0, 9.1], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#175 - J=1.9e-05, Jf=1.0e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=8.3e-06, J_ALS=9.9e-08, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 13.0, 9.2, 8.2, 8.8], mean squared curvature=[16.1, 16.3, 16.2, 16.2, 16.0]
fun_coils_simple#176 - J=1.0e-05, Jf=1.0e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=1.8e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=4.4e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.5, 13.1, 9.2, 8.0, 9.0], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#177 - J=1.0e-05, Jf=1.0e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.05 Jf=1.0e-05, J_length=1.4e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.2e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=3.0e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.1, 9.2, 8.0, 9.0], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#178 - J=1.0e-05, Jf=9.9e-06, ⟨B·n⟩=8.2e-04, C-C-Sep=0.05 Jf=9.9e-06, J_length=1.4e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.9e-08, J_LENGTH_PENALTY=4.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.1, 9.2, 8.0, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#179 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=8.2e-04, C-C-Sep=0.05 Jf=9.8e-06, J_length=1.4e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=4.4e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 13.0, 9.1, 8.1, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#180 - J=1.0e-05, Jf=9.7e-06, ⟨B·n⟩=8.2e-04, C-C-Sep=0.05 Jf=9.7e-06, J_length=1.4e-06, J_CC=1.4e-07, J_CURVATURE=0.0e+00, J_MSC=4.6e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=2.2e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 13.1, 9.1, 8.1, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#181 - J=9.9e-06, Jf=9.7e-06, ⟨B·n⟩=8.2e-04, C-C-Sep=0.05 Jf=9.7e-06, J_length=1.4e-06, J_CC=1.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.1e-11, J_ALS=9.9e-08, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.5, 13.0, 9.0, 8.1, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 15.9]
fun_coils_simple#182 - J=9.8e-06, Jf=9.6e-06, ⟨B·n⟩=8.1e-04, C-C-Sep=0.05 Jf=9.6e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.7, 12.9, 9.0, 8.2, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#183 - J=1.0e-05, Jf=9.4e-06, ⟨B·n⟩=8.0e-04, C-C-Sep=0.05 Jf=9.4e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=5.4e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.8, 12.4, 9.0, 8.2, 8.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.1]
fun_coils_simple#184 - J=9.7e-06, Jf=9.5e-06, ⟨B·n⟩=8.1e-04, C-C-Sep=0.05 Jf=9.5e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.2e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=4.8e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.7, 12.8, 9.0, 8.2, 8.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#185 - J=9.6e-06, Jf=9.4e-06, ⟨B·n⟩=8.0e-04, C-C-Sep=0.05 Jf=9.4e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=3.1e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=5.5e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.7, 12.6, 9.0, 8.2, 8.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#186 - J=9.5e-06, Jf=9.3e-06, ⟨B·n⟩=8.0e-04, C-C-Sep=0.05 Jf=9.3e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.0e-08, J_ALS=9.9e-08, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.7, 12.3, 9.0, 8.2, 8.7], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#187 - J=9.5e-06, Jf=9.3e-06, ⟨B·n⟩=8.0e-04, C-C-Sep=0.05 Jf=9.3e-06, J_length=1.4e-06, J_CC=1.3e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.9e-08, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 12.3, 9.1, 8.2, 8.7], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#188 - J=9.4e-06, Jf=9.2e-06, ⟨B·n⟩=7.9e-04, C-C-Sep=0.05 Jf=9.2e-06, J_length=1.4e-06, J_CC=1.2e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.6e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 12.1, 9.0, 8.2, 8.7], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#189 - J=1.4e-05, Jf=8.9e-06, ⟨B·n⟩=7.8e-04, C-C-Sep=0.05 Jf=8.9e-06, J_length=1.4e-06, J_CC=1.0e-07, J_CURVATURE=0.0e+00, J_MSC=5.1e-06, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.7, 11.5, 9.1, 8.4, 8.5], mean squared curvature=[16.1, 16.1, 16.2, 16.2, 16.1]
fun_coils_simple#190 - J=9.3e-06, Jf=9.1e-06, ⟨B·n⟩=7.9e-04, C-C-Sep=0.05 Jf=9.1e-06, J_length=1.4e-06, J_CC=1.2e-07, J_CURVATURE=0.0e+00, J_MSC=8.9e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=6.0e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 12.0, 9.1, 8.2, 8.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#191 - J=9.3e-06, Jf=9.0e-06, ⟨B·n⟩=7.8e-04, C-C-Sep=0.05 Jf=9.0e-06, J_length=1.4e-06, J_CC=1.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=6.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 12.0, 9.1, 8.3, 8.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#192 - J=9.2e-06, Jf=9.0e-06, ⟨B·n⟩=7.9e-04, C-C-Sep=0.05 Jf=9.0e-06, J_length=1.4e-06, J_CC=1.2e-07, J_CURVATURE=0.0e+00, J_MSC=3.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.7e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 12.0, 9.1, 8.3, 8.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#193 - J=9.2e-06, Jf=9.0e-06, ⟨B·n⟩=7.9e-04, C-C-Sep=0.05 Jf=9.0e-06, J_length=1.4e-06, J_CC=1.1e-07, J_CURVATURE=0.0e+00, J_MSC=5.6e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.6e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 11.9, 9.1, 8.3, 8.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#194 - J=9.1e-06, Jf=8.9e-06, ⟨B·n⟩=7.8e-04, C-C-Sep=0.05 Jf=8.9e-06, J_length=1.4e-06, J_CC=1.1e-07, J_CURVATURE=0.0e+00, J_MSC=8.9e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=4.6e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.6, 11.8, 9.1, 8.3, 8.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils_simple#195 - J=8.9e-06, Jf=8.7e-06, ⟨B·n⟩=7.7e-04, C-C-Sep=0.05 Jf=8.7e-06, J_length=1.4e-06, J_CC=9.7e-08, J_CURVATURE=0.0e+00, J_MSC=4.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=4.2e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.5, 11.7, 9.2, 8.3, 8.5], mean squared curvature=[16.0, 16.0, 15.9, 16.0, 16.0]
fun_coils_simple#196 - J=8.8e-06, Jf=8.7e-06, ⟨B·n⟩=7.7e-04, C-C-Sep=0.05 Jf=8.7e-06, J_length=1.4e-06, J_CC=9.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 11.7, 9.3, 8.3, 8.4], mean squared curvature=[15.9, 16.0, 15.8, 15.9, 16.0]
fun_coils_simple#197 - J=8.7e-06, Jf=8.6e-06, ⟨B·n⟩=7.7e-04, C-C-Sep=0.05 Jf=8.6e-06, J_length=1.4e-06, J_CC=9.1e-08, J_CURVATURE=0.0e+00, J_MSC=4.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.3, 11.8, 9.5, 8.3, 8.4], mean squared curvature=[16.0, 16.0, 15.8, 15.9, 16.0]
fun_coils_simple#198 - J=8.6e-06, Jf=8.5e-06, ⟨B·n⟩=7.6e-04, C-C-Sep=0.05 Jf=8.5e-06, J_length=1.4e-06, J_CC=9.1e-08, J_CURVATURE=0.0e+00, J_MSC=9.9e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=3.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.2, 12.0, 9.6, 8.4, 8.4], mean squared curvature=[16.0, 16.0, 15.9, 15.9, 16.0]
fun_coils_simple#199 - J=8.5e-06, Jf=8.4e-06, ⟨B·n⟩=7.6e-04, C-C-Sep=0.05 Jf=8.4e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=8.9e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.2, 12.1, 9.7, 8.4, 8.4], mean squared curvature=[16.0, 16.0, 15.9, 15.9, 16.0]
fun_coils_simple#200 - J=1.6e-05, Jf=8.2e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.2e-06, J_length=1.4e-06, J_CC=8.8e-08, J_CURVATURE=0.0e+00, J_MSC=7.5e-06, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.4, 11.3, 10.1, 8.4, 8.4], mean squared curvature=[16.2, 16.0, 16.3, 15.9, 16.2]
fun_coils_simple#201 - J=8.5e-06, Jf=8.4e-06, ⟨B·n⟩=7.6e-04, C-C-Sep=0.05 Jf=8.4e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.0e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.2, 12.0, 9.7, 8.4, 8.4], mean squared curvature=[16.0, 16.0, 16.0, 15.9, 16.0]
fun_coils_simple#202 - J=9.2e-06, Jf=8.2e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.2e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=9.4e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 11.4, 10.0, 8.4, 8.4], mean squared curvature=[16.0, 15.9, 16.1, 15.8, 16.1]
fun_coils_simple#203 - J=8.4e-06, Jf=8.3e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.3e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.1, 11.8, 9.8, 8.4, 8.4], mean squared curvature=[16.0, 16.0, 16.0, 15.9, 16.0]
fun_coils_simple#204 - J=1.0e-05, Jf=8.2e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.2e-06, J_length=1.4e-06, J_CC=9.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-06, J_ALS=1.0e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.1, 11.3, 10.2, 8.4, 8.4], mean squared curvature=[16.0, 15.9, 16.2, 15.8, 16.0]
fun_coils_simple#205 - J=8.4e-06, Jf=8.3e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.3e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=3.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 11.8, 9.9, 8.4, 8.4], mean squared curvature=[16.0, 16.0, 16.0, 15.9, 16.0]
fun_coils_simple#206 - J=8.4e-06, Jf=8.3e-06, ⟨B·n⟩=7.5e-04, C-C-Sep=0.05 Jf=8.3e-06, J_length=1.4e-06, J_CC=9.0e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=7.8e-11 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 10.9, 9.9, 8.4, 8.5], mean squared curvature=[16.0, 15.9, 16.0, 15.8, 15.9]
fun_coils_simple#207 - J=8.2e-06, Jf=8.1e-06, ⟨B·n⟩=7.4e-04, C-C-Sep=0.05 Jf=8.1e-06, J_length=1.4e-06, J_CC=9.0e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.7e-10 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 10.9, 9.9, 8.4, 8.4], mean squared curvature=[16.0, 15.9, 16.0, 15.8, 15.9]
fun_coils_simple#208 - J=1.2e-05, Jf=7.7e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.7e-06, J_length=1.4e-06, J_CC=9.3e-08, J_CURVATURE=0.0e+00, J_MSC=4.3e-06, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.1, 11.2, 10.2, 8.4, 8.3], mean squared curvature=[16.1, 16.0, 16.3, 15.8, 16.1]
fun_coils_simple#209 - J=8.1e-06, Jf=8.0e-06, ⟨B·n⟩=7.4e-04, C-C-Sep=0.05 Jf=8.0e-06, J_length=1.4e-06, J_CC=9.0e-08, J_CURVATURE=0.0e+00, J_MSC=5.1e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=8.7e-10 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 10.9, 10.0, 8.4, 8.4], mean squared curvature=[16.0, 15.9, 16.0, 15.8, 15.9]
fun_coils_simple#210 - J=8.5e-06, Jf=7.7e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.7e-06, J_length=1.4e-06, J_CC=9.2e-08, J_CURVATURE=0.0e+00, J_MSC=8.0e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=6.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 11.1, 10.1, 8.4, 8.3], mean squared curvature=[16.0, 16.0, 16.1, 15.8, 16.0]
fun_coils_simple#211 - J=8.0e-06, Jf=7.9e-06, ⟨B·n⟩=7.3e-04, C-C-Sep=0.05 Jf=7.9e-06, J_length=1.4e-06, J_CC=9.0e-08, J_CURVATURE=0.0e+00, J_MSC=4.6e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 11.0, 10.0, 8.4, 8.4], mean squared curvature=[16.0, 15.9, 16.0, 15.8, 16.0]
fun_coils_simple#212 - J=7.8e-06, Jf=7.7e-06, ⟨B·n⟩=7.3e-04, C-C-Sep=0.05 Jf=7.7e-06, J_length=1.4e-06, J_CC=9.2e-08, J_CURVATURE=0.0e+00, J_MSC=5.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.9, 11.0, 9.9, 8.4, 8.3], mean squared curvature=[16.0, 16.0, 16.0, 15.8, 16.0]
fun_coils_simple#213 - J=7.8e-06, Jf=7.6e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.6e-06, J_length=1.4e-06, J_CC=9.0e-08, J_CURVATURE=0.0e+00, J_MSC=6.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.9, 11.0, 9.9, 8.4, 8.3], mean squared curvature=[16.0, 16.0, 16.0, 15.8, 15.9]
fun_coils_simple#214 - J=7.8e-06, Jf=7.7e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.7e-06, J_length=1.4e-06, J_CC=8.6e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=4.0e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.0, 11.0, 9.9, 8.4, 8.3], mean squared curvature=[16.0, 15.9, 15.9, 15.8, 16.0]
fun_coils_simple#215 - J=7.7e-06, Jf=7.6e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.6e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.9, 11.0, 9.9, 8.4, 8.3], mean squared curvature=[16.0, 16.0, 16.0, 15.8, 16.0]
fun_coils_simple#216 - J=7.6e-06, Jf=7.5e-06, ⟨B·n⟩=7.2e-04, C-C-Sep=0.05 Jf=7.5e-06, J_length=1.4e-06, J_CC=8.9e-08, J_CURVATURE=0.0e+00, J_MSC=8.5e-09, J_ALS=1.0e-07, J_LENGTH_PENALTY=2.8e-08 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.9, 11.1, 9.9, 8.4, 8.3], mean squared curvature=[16.0, 16.0, 16.0, 15.9, 16.0]
