
Aspect ratio at max_mode 2: 7.000824458564571
Mean iota at 2: -1.1787660705658396
Quasisymmetry objective at max_mode 2: 0.0040597396717392265
Squared flux at max_mode 2: 0.6489624158255295
fun_coils#342 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 7.9, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#343 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 7.9, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#344 - J=7.0e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.6e-08, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.8, 6.3, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#345 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=3.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#346 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.3e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#347 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.3e-08, J_CURVATURE=0.0e+00, J_MSC=1.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#348 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.3e-08, J_CURVATURE=0.0e+00, J_MSC=3.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#349 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.4e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#350 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=4.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#351 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#352 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#353 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.8, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#354 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=4.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.8, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#355 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.8, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#356 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.8, 8.7, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#357 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.8, 8.7, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#358 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#359 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#360 - J=6.9e-06, Jf=6.7e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.7e-06, J_length=1.4e-06, J_CC=5.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 7.9, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#361 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.7e-08, J_CURVATURE=0.0e+00, J_MSC=5.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#362 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.5e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.7e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#363 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.0, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#364 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=7.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.1, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#365 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.1, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#366 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.1, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#367 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.1, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#368 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[7.9, 8.1, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#369 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#370 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#371 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#372 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.5e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#373 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#374 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=3.6e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#375 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.0, 8.2, 8.7, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#376 - J=6.9e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.2, 8.7, 6.5, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#377 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.5, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#378 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#379 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#380 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#381 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.4e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#382 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#383 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.6e-08, J_CURVATURE=0.0e+00, J_MSC=4.0e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.1, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#384 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#385 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=3.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#386 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#387 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#388 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.8, 6.4, 5.8], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#389 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.2, 8.3, 8.9, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#390 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.3, 8.3, 8.9, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#391 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.5e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.3, 8.3, 8.9, 6.4, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#392 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.3, 8.3, 8.9, 6.5, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#393 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.6e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.4, 8.3, 9.0, 6.5, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#394 - J=6.8e-06, Jf=6.6e-06, ⟨B·n⟩=6.4e-04, C-C-Sep=0.05 Jf=6.6e-06, J_length=1.4e-06, J_CC=5.6e-08, J_CURVATURE=0.0e+00, J_MSC=3.1e-09, J_ALS=1.8e-07, J_LENGTH_PENALTY=2.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.4, 8.3, 9.0, 6.6, 5.9], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
